tenure_months,monthly_usage,support_tickets,plan,churn
39,66.22294813753204,1,pro,0
17,26.79684123967718,1,basic,0
34,57.1949251990732,1,basic,0
7,59.2461783540342,4,basic,0
38,48.643020943277634,0,enterprise,0
44,14.203803412885236,0,pro,0
45,55.44960818871237,0,basic,0
21,43.431357468143524,0,pro,0
5,73.7404820074104,1,pro,0
3,28.536868938860106,1,basic,1
28,69.47678703148793,0,pro,0
8,52.55722515846196,2,pro,0
10,100.68061005349514,1,pro,0
48,29.664309943802408,0,enterprise,0
51,68.9380384517355,0,pro,0
36,39.12223648389999,1,pro,0
7,30.838460260452184,1,basic,0
13,71.3359536716792,1,basic,0
54,61.88175919958792,0,enterprise,0
42,,3,basic,0
15,17.62897274740648,2,pro,0
8,25.850162397935147,0,pro,0
32,61.60634225343959,2,pro,0
40,32.894282048334276,0,pro,0
36,76.2618376292353,0,basic,0
39,83.23645150609073,1,pro,0
13,47.34540307653895,4,basic,0
1,50.589897612996566,0,enterprise,0
9,50.509430614121655,0,basic,0
31,44.14067943807535,0,basic,0
44,49.24299538305992,2,basic,0
43,45.33892851250574,0,pro,0
36,58.560130037001954,2,basic,0
45,43.329814379930795,0,basic,0
30,39.57499199368498,1,basic,0
42,43.99913976712197,2,basic,0
3,37.75469273206062,1,basic,0
53,48.387634187720934,0,basic,0
48,60.784268673219046,0,pro,0
45,91.1232899460795,2,enterprise,0
51,17.425050335880584,0,basic,0
55,22.43967901249633,0,pro,0
32,48.632259898821275,0,enterprise,0
25,50.631438146863196,1,basic,0
32,49.10199584334954,1,basic,0
3,87.44460789528736,1,pro,0
55,13.484936993948125,1,basic,0
11,46.89844664446624,1,basic,0
55,24.548665789152246,0,basic,0
17,43.94988461778339,0,enterprise,0
32,60.29464113821484,2,pro,0
3,21.128477047887856,3,pro,0
2,70.47567270243123,0,basic,0
7,33.078373707615256,0,basic,0
7,29.03736264215596,0,pro,0
31,17.083490123638313,0,pro,0
9,36.00515521199431,3,pro,0
15,35.15920927701522,2,enterprise,1
14,,1,pro,0
17,18.76035398203389,2,basic,0
51,54.261417261311685,1,pro,0
44,66.82596988509434,1,pro,0
56,44.96080122344221,0,pro,0
51,65.36867563884792,1,basic,0
13,36.138995495595594,2,pro,0
51,58.2836580432718,0,enterprise,0
3,43.32359588392095,0,enterprise,0
22,93.1778516889629,1,pro,0
7,44.32200525013644,2,pro,0
42,44.01447792435136,0,pro,0
35,58.076757022336885,1,basic,1
51,39.4223189376067,1,basic,0
39,46.07945015454166,1,pro,0
9,56.768354922793556,1,pro,0
53,67.50461154466794,1,enterprise,0
12,,2,basic,1
57,51.21430958017523,0,basic,0
39,46.57985015851328,1,basic,0
18,63.9537185337195,0,enterprise,0
16,66.42971504421979,0,pro,0
17,58.079305037748455,0,basic,0
12,55.32605530360069,0,pro,0
58,85.84266300852707,1,basic,0
22,32.564000805116606,0,enterprise,0
53,82.75270402883535,1,basic,0
1,60.77357799494036,2,pro,1
36,19.34949676427598,0,basic,0
26,52.60219366917204,1,basic,0
52,21.724133072185786,3,pro,0
3,47.54912458154122,0,basic,0
52,9.434594666488543,0,basic,0
15,64.60469956902462,0,pro,0
12,34.233395048637675,0,enterprise,0
13,83.05626389838442,2,pro,1
20,35.545444454669095,0,enterprise,0
20,51.12395361608678,1,pro,0
21,22.883463719788367,2,basic,0
8,47.467816520371876,1,pro,0
32,50.91847394124021,2,basic,0
28,60.1771951718589,1,enterprise,0
25,99.4754498989284,3,basic,0
41,83.02188407785606,1,basic,0
8,65.76077931921459,0,basic,0
20,43.597170917249215,1,pro,0
45,44.46089582312248,1,pro,0
55,44.02219328020024,1,basic,0
1,33.13656963470247,1,basic,0
51,63.67321299851837,0,basic,0
46,49.16671572594404,2,enterprise,0
19,60.88153150084944,0,basic,0
55,45.416360548707296,0,pro,0
3,57.86772411591085,3,basic,1
51,85.6339692530995,0,basic,0
46,57.5436334649606,2,basic,0
34,69.09886244910263,1,pro,0
15,33.66765374579167,1,pro,1
18,47.72256219729217,0,basic,0
20,43.15236566196094,0,basic,0
35,60.835163918799815,0,enterprise,0
35,56.785071572092846,1,basic,0
52,37.45511252852801,0,basic,0
59,58.01275587441789,1,basic,0
56,53.55981128487898,1,enterprise,0
18,19.8344832052247,0,pro,0
58,50.62098584798524,1,basic,0
28,75.04269024846229,0,basic,0
44,33.58427815514544,1,enterprise,0
38,73.26133710819389,0,pro,0
28,65.43231730594852,2,basic,0
41,54.97730796231568,2,basic,0
14,60.50532252908446,0,basic,0
13,35.56705587558744,1,pro,0
8,65.82282782969959,0,basic,0
36,23.306690575062984,1,basic,0
49,29.31312819082357,0,enterprise,0
33,62.579769172319644,2,basic,0
34,29.77287378615881,1,pro,0
39,92.03347950847686,1,pro,0
54,58.653887235113274,0,enterprise,0
7,70.0605190365207,1,pro,0
37,71.36913513255818,2,pro,0
8,44.14725650224786,0,enterprise,0
41,52.5447096508404,0,basic,0
58,61.556174235652016,1,enterprise,0
52,52.21204069515131,1,basic,0
49,83.63665170853946,0,basic,0
54,72.8312810524973,1,basic,0
49,56.56781939229445,0,basic,0
50,77.5493543357772,3,pro,0
56,53.66135080589141,0,pro,0
15,67.79155244456587,0,pro,0
57,55.49078524887496,2,enterprise,0
45,46.87964016412414,0,basic,0
24,33.430775597259895,0,pro,0
55,37.804008359716136,0,pro,0
45,53.14106131209632,1,basic,0
58,60.624200417624216,1,enterprise,0
38,9.352701285403349,1,basic,0
59,43.71331945952891,2,pro,0
34,63.484149760885686,0,basic,0
57,48.6082615272115,2,pro,0
41,29.660504457152097,0,basic,0
49,31.422396081974988,1,enterprise,0
19,85.30488728294885,0,basic,0
50,19.71495463935765,0,basic,0
51,44.890299227894225,2,basic,0
24,68.03510790427116,1,basic,0
25,11.539530727921118,4,enterprise,0
41,64.9097978361665,0,basic,0
9,20.317819643197105,2,pro,0
59,71.56253547462465,1,basic,0
1,104.67245994794801,2,basic,0
11,26.329072876185002,0,enterprise,0
38,49.99294940660199,1,pro,0
49,58.688448436641465,0,basic,0
14,39.933308306871304,0,basic,0
38,62.26249949242123,1,enterprise,0
57,37.078461173233976,0,pro,0
10,40.013371150902756,1,basic,0
12,34.98651678220904,0,basic,0
15,50.2742700580447,1,basic,0
19,60.78327598395498,2,pro,0
35,70.74315505535839,0,enterprise,0
59,49.10759513512823,0,basic,0
49,29.840654404919565,1,enterprise,0
31,41.58241479619254,0,basic,0
37,40.92737625821662,1,basic,0
55,43.39431753443775,2,basic,0
57,62.86845231807347,0,basic,0
47,48.39053443579473,1,basic,0
48,53.02373175694072,1,basic,0
8,52.15154299264519,2,basic,0
19,49.29824251579996,4,pro,0
13,41.62387012329842,0,basic,0
48,65.63919636470271,1,basic,0
23,49.23407259877884,3,pro,0
4,48.74386290224551,3,basic,0
52,28.537918527735172,1,basic,0
55,36.83712498875726,2,pro,0
20,38.89349204279656,1,basic,0
57,62.20078521141284,1,pro,0
28,15.722834170765609,1,enterprise,0
19,65.34517389470336,0,basic,0
29,53.15099009924435,0,pro,0
31,36.42410752850456,0,basic,0
20,33.573956991180296,0,basic,0
38,60.75683482446038,1,pro,0
47,54.86237032443521,1,basic,0
50,10.929112346022308,1,basic,0
4,36.74260033654316,1,enterprise,0
24,32.208671072737246,0,enterprise,0
14,49.09624526514885,0,enterprise,0
52,37.8042875334427,1,enterprise,0
49,59.700302264234196,1,enterprise,0
17,40.08760749856304,0,basic,0
37,45.00027273943212,0,basic,0
12,75.3279746983051,3,basic,0
31,45.70938678820406,2,basic,0
58,40.55118247701649,0,basic,0
22,51.23955637289726,1,basic,0
15,24.525803865129294,0,basic,0
8,18.537503179254152,2,pro,0
21,49.823752075465116,0,pro,0
27,38.592653406657575,0,basic,0
40,21.77077258699937,1,basic,0
59,68.78142317523007,1,enterprise,0
20,63.92599229100803,0,pro,0
36,54.67091590796824,0,basic,0
59,39.503965566418316,1,pro,0
35,46.150972174953736,0,pro,0
33,38.613834717627256,2,basic,0
59,67.26746513999255,1,basic,0
57,21.32737827834244,0,basic,0
53,55.47517040198589,1,pro,0
12,50.38708820567938,3,basic,0
59,27.404398304612553,1,pro,0
47,62.388436999409286,0,basic,0
57,43.21986698151201,0,enterprise,0
24,87.39306017162113,0,pro,0
40,73.48800801380682,0,pro,0
50,48.902414066316304,0,enterprise,0
19,42.490921606796384,1,pro,0
50,36.375181390199465,4,pro,0
38,35.59551460527514,1,basic,0
57,56.31772004496743,2,basic,0
21,21.349492986953006,0,pro,0
21,69.43214773101258,1,basic,0
48,63.97518761878423,1,basic,0
3,47.329334364209856,0,basic,0
9,65.0016563107731,0,pro,0
11,95.95750472070162,1,basic,0
28,55.942281490516386,2,pro,0
23,84.38889785630396,1,enterprise,0
50,44.135696563251955,2,enterprise,0
57,,0,pro,0
27,70.0342488666266,2,basic,0
34,11.690933249627939,1,basic,0
36,69.19223511759053,1,basic,0
24,49.98362157640783,0,pro,0
6,40.394040736958566,2,enterprise,0
52,51.718420708428496,2,enterprise,0
17,52.22688598241554,2,enterprise,0
44,74.95184471399546,1,basic,0
57,66.83606318884908,0,basic,0
39,54.01828237630512,1,basic,0
39,45.58908517393938,1,pro,0
42,31.10904485020422,2,enterprise,0
22,53.982036564997664,1,pro,0
41,0.0,3,pro,0
31,69.31845038091569,0,enterprise,0
47,49.97808120488178,1,basic,0
46,16.762161920504752,2,basic,0
35,61.29790107301943,1,basic,0
47,32.2219826275244,0,basic,0
4,40.679315179017664,1,basic,0
49,14.278017514150541,0,basic,1
57,35.021545405683824,1,pro,0
18,53.18937742801543,0,enterprise,0
35,48.3105896514306,3,basic,0
15,55.778898129534646,1,pro,0
33,35.37309267065281,1,pro,0
38,61.21654170265835,1,basic,0
54,20.32657585822228,0,basic,0
32,38.53448886326744,0,pro,0
38,,1,basic,0
34,43.71864960508152,1,pro,0
55,38.897650516030865,0,pro,0
13,45.93141815108005,0,basic,0
12,61.206115003137455,1,pro,0
19,76.0096439471977,1,enterprise,0
23,26.213635940968487,0,basic,0
45,44.93546981971315,0,pro,0
6,10.564631190407013,2,pro,0
22,86.28417459733095,3,pro,0
6,75.72826253788675,2,basic,0
45,59.04261204734627,1,basic,0
22,73.99398585825647,0,basic,0
3,66.94983933187221,1,basic,0
42,37.10299518567297,0,pro,0
57,64.22003339940855,2,basic,0
21,73.33399469011394,0,pro,0
13,66.00572424032381,1,basic,0
39,48.201870509506826,3,basic,0
29,42.22598388628312,1,basic,1
1,97.44791127445801,1,pro,0
55,55.41512161160268,2,pro,0
8,60.92275900220916,5,pro,0
15,21.950226892604544,2,basic,0
22,63.65636704430898,1,basic,0
14,54.93918738524221,0,basic,0
35,32.764256543573325,0,pro,0
59,,1,pro,0
43,49.94614005521138,0,enterprise,0
54,62.96393298872552,0,basic,0
29,59.211759169236416,0,pro,0
32,36.01604110492819,0,basic,0
22,55.7879195343145,1,basic,0
4,77.68394506417755,0,pro,0
40,27.886269189451255,0,pro,0
36,29.264099277644448,3,enterprise,0
2,31.765977709786593,1,basic,0
15,64.80798690876772,1,basic,0
1,40.75135812343814,3,enterprise,0
13,55.87845169148862,1,pro,0
42,72.8361133267872,0,basic,0
55,27.47841615951883,0,basic,0
42,79.45523650041778,1,pro,0
37,50.564049072898946,2,enterprise,0
54,46.47785911447106,1,enterprise,0
27,80.57297896372197,0,enterprise,0
26,59.12246868422311,1,pro,0
4,23.672246135139208,1,basic,1
30,48.79259959966663,0,pro,0
22,34.54629528091432,0,enterprise,0
31,55.28977262958134,2,pro,0
51,40.56973544584537,1,basic,0
9,43.18921495632381,0,enterprise,0
18,69.14827900280584,2,enterprise,0
10,16.10275902584371,2,pro,0
20,55.59088178842589,2,pro,0
20,45.2954401878282,0,enterprise,0
36,56.43561893600695,0,pro,0
40,2.5415969255862407,1,basic,0
15,30.88103843979233,2,basic,0
17,41.81496047956159,0,basic,0
33,83.01920006374925,4,basic,0
46,24.84812280773263,0,pro,0
46,27.485293593838623,2,basic,0
21,46.13747185977077,3,pro,0
17,56.32135025785328,0,basic,0
13,37.70725373264075,1,enterprise,0
28,51.68639089835297,0,basic,0
36,17.253473668462725,2,pro,0
34,83.7562037028791,2,pro,0
52,43.193661833398025,1,basic,0
22,52.52586400998301,4,basic,0
30,104.01635069990564,1,pro,0
14,38.725918175440434,1,pro,0
27,25.15733382405898,0,basic,0
7,30.190853064015403,5,pro,0
27,83.39686573783914,0,pro,0
34,46.19120106848537,0,pro,0
5,34.32034335606409,1,pro,0
56,49.25852833821166,0,basic,0
3,49.02401863700284,2,pro,0
2,70.12502172415047,1,basic,0
5,64.40542061133301,1,pro,0
52,57.54449028643379,1,enterprise,0
46,59.66075499997538,0,pro,0
57,33.88397947835229,0,enterprise,0
38,24.819906140834217,1,basic,0
32,58.12715117592626,2,enterprise,0
23,60.540357625290056,3,basic,1
58,53.442234450703815,1,basic,0
38,55.77223972606074,2,basic,1
42,,0,basic,0
27,27.218687850674556,1,enterprise,0
33,43.24612388695198,1,basic,0
50,32.70913821184111,0,enterprise,0
28,12.835315808887245,2,basic,0
40,60.68444742819118,2,basic,0
28,45.481882335683046,1,pro,0
45,58.18841936834828,1,basic,0
41,62.666877098375906,0,enterprise,0
38,31.95857754424746,3,basic,0
14,80.18187337130843,2,basic,0
16,56.100321691585336,1,pro,0
43,70.21591589254092,1,basic,0
13,83.91263521440965,0,pro,0
29,40.50353619227203,0,pro,0
28,37.70690878919794,1,basic,0
40,53.61721711292753,0,basic,0
5,72.22845139094348,2,pro,0
56,72.86310503081462,0,basic,0
26,10.624652347557607,0,basic,0
14,78.73951686480657,0,pro,0
42,41.10153369345026,0,basic,0
24,59.82238690215696,1,pro,0
7,23.52580109557719,0,basic,0
17,32.35625363345052,2,basic,0
29,57.326492794019345,0,pro,0
4,14.313523583878549,0,basic,0
32,66.1579904802504,0,enterprise,0
37,,0,enterprise,0
20,55.53686480775481,1,pro,0
38,52.96409712695974,0,pro,0
37,38.917947711442835,1,basic,0
59,76.26839259315308,1,pro,0
34,96.82629481460434,0,basic,0
36,62.615124801037425,2,basic,0
38,15.686758939130911,0,basic,0
24,52.43811314957038,0,basic,0
4,45.48520623735817,1,basic,0
54,68.20843346400942,0,basic,0
24,51.22748510481971,0,pro,0
1,92.86482345332982,2,basic,0
11,63.86354452691015,0,enterprise,0
18,61.96821980217031,1,basic,0
42,43.13993533893855,2,enterprise,0
45,32.211637425599235,2,pro,0
48,48.30286702293126,1,pro,0
10,54.059584056945056,0,enterprise,0
32,59.58445440278497,1,pro,0
22,54.02379152569862,0,basic,0
15,44.401868086472064,1,basic,0
51,50.99023641863922,1,pro,0
42,40.7476185615444,0,basic,1
21,30.207826575874076,0,basic,0
6,32.64995716641343,4,basic,0
15,,1,pro,0
28,64.51189808571752,0,basic,0
53,45.66752353865864,1,basic,0
48,47.267920856719705,1,pro,0
5,60.925452540043956,2,enterprise,0
2,47.272426494119415,1,enterprise,0
51,112.83592962608353,2,basic,0
23,52.57122747906789,1,pro,0
19,39.61164643964861,0,pro,0
47,13.783939844238724,5,pro,0
13,54.20324060372327,1,basic,0
45,70.50022891076071,2,basic,0
29,48.87340549809334,0,pro,0
10,74.8235136747871,0,pro,0
29,38.1392529832909,0,basic,0
49,47.97780936944314,0,enterprise,0
57,46.29256181132951,2,pro,0
37,34.973448293923504,0,basic,0
45,20.34719832507514,0,basic,0
15,30.94416726769649,0,basic,0
28,11.964046394708078,4,enterprise,0
14,65.18180750583993,0,pro,0
34,46.5713043216317,1,pro,0
25,47.92572514190074,1,basic,0
19,38.51386242123576,1,basic,0
9,69.0348605001842,0,pro,0
58,33.074505434076606,0,basic,0
39,83.69436050682882,1,pro,0
23,71.70006477329895,1,basic,0
18,36.01771919234601,3,basic,1
53,45.98888545409563,0,pro,0
11,62.58268030468909,1,pro,0
39,75.02836025957535,1,basic,0
32,34.15471420392258,3,enterprise,0
55,40.02005402269004,0,basic,0
50,100.0993282385215,0,basic,0
21,68.39148904673719,2,enterprise,0
37,67.92997072783729,0,pro,0
25,88.67249967582163,1,pro,0
2,58.91716398044637,0,basic,0
22,40.87504479031492,1,enterprise,1
34,15.421822671902945,0,basic,0
49,67.23609782934065,1,basic,0
59,27.332729336159716,1,enterprise,0
57,63.41520959888439,0,enterprise,0
6,10.503388523503283,1,pro,0
49,40.51295548686263,0,enterprise,0
13,49.640695486693815,2,enterprise,0
27,24.969569101072608,2,pro,0
31,39.06397222855007,2,basic,0
49,33.36414354859446,3,basic,0
43,52.59592761695662,1,pro,0
44,24.81889279150348,0,enterprise,0
58,44.758867104609905,1,pro,0
31,77.48284383734625,0,basic,0
12,78.01659535834213,1,basic,0
11,87.80801515469345,1,enterprise,0
49,58.30399034452108,0,pro,0
15,41.857879240307824,2,basic,1
22,56.573043459508,0,basic,0
42,64.20717973194935,1,basic,0
23,55.59821438408808,2,pro,0
12,79.00508577917685,0,basic,0
23,36.848664164805946,0,basic,0
34,45.8571560227153,1,basic,0
36,19.60449422395864,1,basic,0
48,41.58083605318687,2,basic,0
15,74.79973242760283,0,pro,0
39,51.049233650334685,0,basic,0
51,64.9609796102461,0,basic,0
36,58.55259270905644,3,enterprise,0
46,69.2861718313403,2,pro,0
16,33.29281793890354,1,enterprise,0
48,60.69788909212102,3,enterprise,0
8,63.594076025141234,2,basic,0
40,73.15060126311276,1,basic,0
3,77.88903924278763,0,basic,0
22,40.060195287532935,0,basic,0
3,21.371008750000765,3,pro,0
25,37.1605646640177,1,basic,0
14,76.47160639928913,0,basic,0
18,30.135911859771486,0,pro,0
33,22.47242697506669,0,basic,0
38,23.779966610411883,0,pro,0
25,23.99314084924573,1,basic,1
6,64.41396396285805,0,pro,0
13,34.65067102039717,0,basic,0
32,37.50921185581017,1,basic,0
18,72.8603629715365,1,basic,0
2,68.71817537953311,1,pro,0
28,67.62858467896568,1,pro,0
50,34.69297151735304,1,basic,0
48,15.930197727160348,0,pro,0
1,57.04062958672024,0,pro,0
39,85.10822222201628,4,enterprise,0
12,42.877961061669446,1,basic,0
3,44.56331494686361,1,basic,0
31,0.0,1,basic,0
29,84.64801483393339,1,basic,0
9,46.01574723428943,0,basic,0
11,15.177328734241442,2,pro,0
23,48.81686162663468,2,basic,0
51,38.08924014366289,2,basic,0
8,62.55889853297634,0,pro,0
53,93.06494673995039,2,pro,0
29,33.89642916390621,1,basic,0
33,53.11169550020264,2,pro,1
58,42.30491302800423,1,basic,0
44,36.71240222378964,1,pro,0
19,59.20384608354014,1,basic,0
41,80.94923667201886,0,basic,0
40,58.79970305765589,1,basic,0
49,41.46697197558623,1,basic,0
30,60.36861871017203,1,basic,0
17,54.73321662259349,1,basic,0
34,66.30291075663912,0,basic,0
14,38.968067047437316,0,pro,0
34,52.75638754125547,1,basic,0
45,82.94807567288143,1,pro,0
45,50.38108150411575,1,enterprise,0
57,69.54150268519487,1,pro,0
8,49.79171057133625,1,pro,0
14,51.41369874601459,2,enterprise,1
49,35.14908605673515,3,enterprise,0
34,106.99511129737306,3,basic,0
10,73.96053892397352,2,basic,0
33,,1,basic,0
38,73.15420147784168,2,pro,0
23,29.601890936312593,2,basic,0
15,34.832256065233324,2,enterprise,0
45,46.3735667650251,2,basic,0
58,16.374753730405544,0,basic,0
8,31.92821498932162,0,pro,0
30,66.5979460301735,0,pro,0
22,7.298297642954694,0,basic,0
11,31.992104756329656,3,basic,0
26,47.917584415780944,1,basic,0
15,48.05233574986137,1,pro,0
57,49.27275325780212,0,basic,0
13,34.65459659286035,1,basic,0
41,68.12676449297726,4,basic,0
29,2.6428616628407937,1,basic,0
42,58.256181098709206,0,pro,0
36,,2,pro,0
59,35.39644638039789,1,pro,0
32,48.45216630794566,1,basic,0
14,82.1231799874738,0,basic,0
27,31.68593469292086,1,basic,0
36,20.947904023474308,2,basic,0
20,69.44762439279253,0,basic,0
7,48.26018660184146,0,pro,0
13,50.190375013392654,0,pro,0
10,61.17320465969858,2,basic,0
49,70.02705155642997,3,pro,0
42,53.13787661001675,1,pro,0
54,7.6794987829170225,3,pro,0
49,45.82242244672774,3,enterprise,0
12,50.37097119479079,0,basic,0
38,26.752359833155204,2,pro,0
55,29.439617939063428,1,basic,0
35,62.725169011098174,1,basic,0
39,54.85977654828766,1,pro,0
47,31.81471260368049,0,pro,0
4,61.23268647957066,0,basic,0
57,52.65471512461411,2,pro,0
50,24.066228083477107,2,pro,0
55,44.45990314119792,1,basic,0
6,23.630871125439597,1,basic,0
48,,2,basic,0
50,55.99040088574404,1,basic,0
26,25.416509286706038,0,basic,0
11,24.975670929616214,0,basic,0
46,57.51058427505398,1,pro,0
10,29.750906659494447,1,pro,0
14,44.482504392767105,1,basic,0
40,44.90719400337473,1,pro,0
54,,3,basic,0
56,57.59132452889752,0,basic,0
17,41.284121475338104,1,basic,0
3,34.42617689002833,0,basic,0
58,40.70212668143618,2,enterprise,0
49,73.29835521853421,2,enterprise,0
18,68.64702957858246,0,pro,0
5,48.9016543294118,0,pro,0
16,74.64685237339128,1,enterprise,0
18,64.21469442226064,1,pro,0
20,28.487636152687582,1,basic,0
32,80.30661069716777,1,pro,0
29,106.14460844594842,0,pro,0
21,57.27971432674935,2,basic,0
12,17.52551897407819,0,basic,1
58,80.08342855791122,0,pro,0
16,62.22215740104518,0,basic,0
9,47.854043632156305,2,basic,0
53,9.236695682052769,3,basic,0
37,47.92032696901585,1,basic,0
55,43.9794075360584,0,basic,0
17,43.66491680031676,0,pro,0
10,41.5506933022571,1,basic,0
33,69.27942206096478,0,basic,0
27,41.55907513862969,1,pro,0
2,58.65389139207355,3,pro,0
25,11.78370625379938,0,basic,0
39,30.188108166897287,0,basic,0
49,49.862247915883344,1,basic,0
50,32.13548884990194,0,basic,0
39,50.781626235990444,2,enterprise,0
17,49.02686254271267,0,basic,0
25,53.821500373224424,2,basic,0
18,43.418019820347766,1,pro,0
47,62.83668803838931,0,pro,0
11,22.747376909926338,1,pro,0
36,42.03789189134936,1,enterprise,0
26,80.64212932116101,3,basic,0
13,41.69835595663995,1,pro,1
9,80.81922830664048,0,basic,0
47,57.069232433326405,2,pro,0
5,45.289492586685355,1,pro,0
28,51.87636815524732,1,pro,0
38,82.12177324950926,2,basic,0
53,43.77597709835626,1,basic,0
8,27.786604867958967,3,basic,0
40,60.125530331932964,0,basic,0
59,64.49875390155347,1,basic,0
9,67.24791591021199,2,basic,0
20,19.539603042359744,0,basic,0
45,58.080668965108515,0,basic,0
45,51.45117280102207,1,basic,0
35,45.11824711331433,0,pro,0
54,40.5989285642188,1,pro,0
32,59.444613454012014,0,pro,0
36,48.69736390500706,0,pro,0
25,49.1184095043876,2,basic,0
6,90.10413421767902,0,basic,0
40,51.18204312013965,3,basic,0
36,26.816868973197693,0,basic,0
4,31.55724547515794,0,pro,0
28,34.74105399323514,0,pro,0
30,17.67715443791593,0,enterprise,0
30,71.73371691847233,0,basic,0
56,87.22059034134654,1,pro,0
23,37.32934950283909,4,pro,0
13,68.13657253027124,2,pro,0
52,34.90878638654615,0,enterprise,0
9,36.20178024161673,0,pro,0
4,14.852167698130252,1,pro,0
25,48.73423804024395,0,basic,0
5,74.61337321277978,1,enterprise,0
31,75.21621287302723,0,pro,0
36,60.49786362808418,2,pro,0
23,44.55444606849085,0,basic,0
11,74.05729798890609,0,pro,0
29,84.78705179743827,0,pro,0
27,34.595426360641724,0,enterprise,0
40,55.29856934030369,0,basic,0
54,48.92804535026304,1,pro,0
47,37.080510751173875,2,basic,0
55,26.42039603355611,2,basic,0
4,33.30360757032143,1,basic,0
58,52.1977194868057,1,basic,0
23,55.0974821993935,1,pro,0
56,52.79138384287993,2,basic,0
37,75.62792437903545,2,pro,0
41,36.193057694285244,1,pro,0
2,24.784983181920914,0,enterprise,0
2,26.377767855051847,1,pro,0
57,57.908654278584834,1,basic,0
21,39.20817150856276,0,basic,0
38,17.003737555000093,1,pro,0
49,68.5028256493703,3,pro,0
29,78.00674456537162,0,pro,0
59,53.61754880053454,0,pro,0
27,62.870505029780155,1,basic,0
1,22.065919125674732,3,basic,0
9,21.719963430945164,2,basic,0
27,53.250970203247896,0,enterprise,0
4,54.19350937493303,0,enterprise,0
52,46.145182077662504,1,pro,0
41,44.21948600016127,1,enterprise,0
4,37.429022511834056,0,enterprise,0
55,78.8545748984299,1,basic,0
56,32.86767556069408,1,enterprise,0
47,47.335123123701855,1,enterprise,0
50,70.78270864070396,1,basic,0
2,29.595567245535392,1,pro,0
31,52.88458660764646,1,pro,0
3,47.71084055434228,1,basic,0
19,62.35550105958835,0,pro,0
31,1.0958352705076706,1,basic,0
29,44.06865285948462,2,pro,0
34,34.290408673681185,1,pro,0
40,71.8272341953589,1,enterprise,0
36,48.885609912115434,0,basic,0
46,38.74270768352609,0,basic,0
52,67.72313742453298,2,pro,0
13,62.79809552715379,1,enterprise,0
53,70.33598393696927,0,enterprise,0
48,71.67173430495254,0,pro,0
59,65.39375824069202,1,basic,0
44,38.555450939371745,1,pro,0
20,55.96697408616243,1,pro,0
19,55.93345682819077,0,basic,0
28,57.2264165200351,4,pro,0
25,56.767018381285766,0,basic,0
59,51.85578805901961,0,basic,0
33,41.62999007657352,0,basic,0
42,48.56574948309964,1,pro,0
40,30.372532278443344,1,basic,0
4,32.04505200895362,0,enterprise,0
50,64.47529920271006,0,basic,0
54,43.61130705884902,0,enterprise,0
25,51.8462000555045,3,basic,0
37,39.23192692603828,1,pro,0
11,17.35208677033316,0,pro,0
12,41.98161248673094,2,enterprise,0
54,82.30242417092585,2,enterprise,0
21,47.92277189473317,1,pro,0
50,36.360952061701816,1,pro,0
35,63.85679566199461,0,enterprise,0
24,40.31073656643109,0,pro,0
39,37.730886476442386,0,basic,0
18,18.718602946786106,0,basic,0
25,15.661072511297618,3,pro,0
34,58.30401379476008,1,pro,0
44,52.738828831150194,0,enterprise,0
26,50.7413249032156,1,basic,0
32,63.82385214774804,0,basic,0
7,40.79576573181404,1,basic,0
58,50.35786217413555,0,pro,0
4,32.61761105814622,2,pro,0
51,32.7446340666815,1,basic,0
42,34.9922000672354,2,basic,0
9,69.31508776435831,3,pro,0
14,64.1022569075153,0,pro,0
7,29.821469005929572,0,pro,0
15,43.58523509088949,1,basic,0
51,52.3635489683914,0,basic,0
58,33.84287384299087,0,pro,0
36,63.4649967746361,2,pro,0
32,34.233479052957705,0,basic,0
58,43.23679832442016,1,basic,0
15,43.24051912160852,4,basic,0
26,13.007011697385245,3,basic,0
40,14.90088941489634,0,pro,0
11,32.66687887947376,4,basic,0
1,73.62470123250841,1,basic,0
3,61.5376680405965,1,basic,0
57,58.93968312856593,2,enterprise,0
46,37.400588209485626,0,pro,0
16,40.552002708796806,0,basic,0
5,50.79588161112204,1,enterprise,0
34,55.28376304380882,2,pro,0
38,19.473079843632092,0,basic,0
26,35.66829896581184,0,basic,0
34,34.521206265554646,2,basic,0
17,76.10670415456482,0,enterprise,0
44,38.97331635563873,1,pro,0
34,33.50927487610426,0,enterprise,0
56,66.16103408760641,0,basic,0
1,41.03096315917568,1,basic,1
14,68.4656680110811,0,pro,0
3,30.51887289743474,0,pro,0
29,87.50838098265139,0,basic,0
7,48.18770083426893,1,enterprise,0
45,52.60570409763719,0,basic,0
11,45.05260167823249,0,basic,0
12,48.88232853507337,0,enterprise,0
45,50.22290666788064,2,basic,0
6,43.223966979711555,2,enterprise,0
34,74.64050505752944,0,basic,0
9,4.7394403616537915,0,pro,0
59,25.564592152297564,1,basic,0
55,42.34043470855105,1,basic,0
35,,1,basic,0
47,78.63468434944188,0,pro,0
44,60.87133048890749,0,enterprise,0
12,49.81597897498984,0,basic,0
59,33.76894374348855,2,pro,0
1,89.11300354063147,1,pro,0
54,67.24862893381491,1,pro,0
38,100.8723132447756,1,pro,0
21,20.042941872664024,0,basic,0
19,84.33569576747493,1,enterprise,0
57,47.894947515119945,0,basic,0
